1,525679233
525679233,562530342
525679233,652790236
525679233,10152081077520509
525679233,754260125
525679233,1014635217
525679233,1024277978
525679233,10203048898437880
525679233,1098469543
525679233,10203678493789007
525679233,10201362255531942
525679233,1662574768
525679233,4127859532710
525679233,100000386382116
1,531488824
531488824,562530342
531488824,652790236
531488824,10152081077520509
531488824,754260125
531488824,1014635217
531488824,10203048898437880
531488824,1098469543
531488824,10201362255531942
531488824,1767527816
1,562530342
1,602607307
1,652790236
652790236,525679233
652790236,531488824
652790236,562530342
652790236,602607307
652790236,10152081077520509
652790236,754260125
652790236,1014635217
652790236,1024277978
652790236,1098469543
652790236,1136508472
652790236,10203678493789007
652790236,10201362255531942
652790236,1767527816
652790236,4127859532710
652790236,1824611541
652790236,100000386382116
1,10152081077520509
10152081077520509,525679233
10152081077520509,531488824
10152081077520509,562530342
10152081077520509,652790236
10152081077520509,754260125
10152081077520509,1024277978
10152081077520509,1192881652
10152081077520509,1523186443
10152081077520509,10201362255531942
10152081077520509,4127859532710
10152081077520509,1824611541
10152081077520509,100000386382116
1,751361918
751361918,1523186443
751361918,10201362255531942
751361918,100000386382116
1,754260125
1,1014635217
1,1024277978
1,10203048898437880
10203048898437880,525679233
10203048898437880,531488824
10203048898437880,562530342
10203048898437880,1014635217
10203048898437880,10203678493789007
10203048898437880,10201362255531942
10203048898437880,1824611541
10203048898437880,100000386382116
1,1098469543
1,1136508472
1,10202923854754849
1,1192881652
1,10202501002429301
10202501002429301,1014635217
10202501002429301,1024277978
10202501002429301,1098469543
10202501002429301,1136508472
10202501002429301,10202923854754849
10202501002429301,1192881652
10202501002429301,10203678493789007
10202501002429301,10201362255531942
10202501002429301,1767527816
10202501002429301,4127859532710
10202501002429301,1824611541
10202501002429301,100000386382116
10202501002429301,713741255352921
1,10203678493789007
1,10202551462175857
1,1523186443
1,1525092492
1525092492,10201362255531942
1,1662574768
1,1767527816
1,4127859532710
1,1824611541
1824611541,652790236
1824611541,10152081077520509
1824611541,1014635217
1824611541,1024277978
1824611541,10203048898437880
1824611541,1098469543
1824611541,1136508472
1824611541,10202923854754849
1824611541,1192881652
1824611541,10202501002429301
1824611541,10203678493789007
1824611541,1523186443
1824611541,10201362255531942
1824611541,1767527816
1824611541,4127859532710
1824611541,100000368457243
1824611541,100000386382116
1824611541,713741255352921
1,100000368457243
100000368457243,1014635217
100000368457243,1024277978
100000368457243,1098469543
100000368457243,10203678493789007
100000368457243,10201362255531942
100000368457243,4127859532710
100000368457243,1824611541
100000368457243,713741255352921
1,100000386382116
1,713741255352921
713741255352921,1014635217
713741255352921,1024277978
713741255352921,1098469543
713741255352921,10202923854754849
713741255352921,1192881652
713741255352921,10202501002429301
713741255352921,10201362255531942
713741255352921,1767527816
713741255352921,4127859532710
713741255352921,1824611541
713741255352921,100000368457243
713741255352921,100000386382116
1,711430978930390
711430978930390,10201362255531942
